===统计词频表===
| 不 |出现得到频次为： 140
| 吠 |出现得到频次为： 1
| 琥 |出现得到频次为： 1
| 否 |出现得到频次为： 1
| 萦 |出现得到频次为： 1
| 琵 |出现得到频次为： 1
| 琶 |出现得到频次为： 1
| 萸 |出现得到频次为： 1
| 萼 |出现得到频次为： 1
| 葑 |出现得到频次为： 1
| 摘 |出现得到频次为： 1
| 瑙 |出现得到频次为： 1
| 葱 |出现得到频次为： 1
| 葵 |出现得到频次为： 1
| 蒂 |出现得到频次为： 1
| 咏 |出现得到频次为： 1
| 蒙 |出现得到频次为： 1
| 钵 |出现得到频次为： 1
| 蒸 |出现得到频次为： 1
| 蒿 |出现得到频次为： 1
| 铃 |出现得到频次为： 1
| 蓄 |出现得到频次为： 1
| 操 |出现得到频次为： 1
| 擎 |出现得到频次为： 1
| 蓑 |出现得到频次为： 1
| 哗 |出现得到频次为： 1
| 蓠 |出现得到频次为： 1
| 铭 |出现得到频次为： 1
| 瓯 |出现得到频次为： 1
| 瓷 |出现得到频次为： 1
| 蔗 |出现得到频次为： 1
| 错 |出现得到频次为： 1
| 甚 |出现得到频次为： 1
| 锡 |出现得到频次为： 1
| 甫 |出现得到频次为： 1
| 蔬 |出现得到频次为： 1
| 唳 |出现得到频次为： 1
| 电 |出现得到频次为： 1
| 攸 |出现得到频次为： 1
| 政 |出现得到频次为： 1
| 蕃 |出现得到频次为： 1
| 镆 |出现得到频次为： 1
| 蕊 |出现得到频次为： 1
| 敌 |出现得到频次为： 1
| 蕖 |出现得到频次为： 1
| 蕙 |出现得到频次为： 1
| 敝 |出现得到频次为： 1
| 镞 |出现得到频次为： 1
| 畤 |出现得到频次为： 1
| 略 |出现得到频次为： 1
| 啮 |出现得到频次为： 1
| 蕴 |出现得到频次为： 1
| 喂 |出现得到频次为： 1
| 疆 |出现得到频次为： 1
| 薏 |出现得到频次为： 1
| 薪 |出现得到频次为： 1
| 喷 |出现得到频次为： 1
| 於 |出现得到频次为： 1
| 施 |出现得到频次为： 1
| 旋 |出现得到频次为： 1
| 族 |出现得到频次为： 1
| 旒 |出现得到频次为： 1
| 嗔 |出现得到频次为： 1
| 痛 |出现得到频次为： 1
| 既 |出现得到频次为： 1
| 旨 |出现得到频次为： 1
| 藩 |出现得到频次为： 1
| 闪 |出现得到频次为： 1
| 旬 |出现得到频次为： 1
| 痴 |出现得到频次为： 1
| 旷 |出现得到频次为： 1
| 闹 |出现得到频次为： 1
| 藿 |出现得到频次为： 1
| 昃 |出现得到频次为： 1
| 阅 |出现得到频次为： 1
| 嘉 |出现得到频次为： 1
| 阊 |出现得到频次为： 1
| 阍 |出现得到频次为： 1
| 队 |出现得到频次为： 1
| 昧 |出现得到频次为： 1
| 昭 |出现得到频次为： 1
| 阮 |出现得到频次为： 1
| 嘲 |出现得到频次为： 1
| 嘹 |出现得到频次为： 1
| 附 |出现得到频次为： 1
| 癖 |出现得到频次为： 1
| 噙 |出现得到频次为： 1
| 院 |出现得到频次为： 1
| 除 |出现得到频次为： 1
| 晦 |出现得到频次为： 1
| 陪 |出现得到频次为： 1
| 噪 |出现得到频次为： 1
| 虫 |出现得到频次为： 1
| 普 |出现得到频次为： 1
| 虱 |出现得到频次为： 1
| 晶 |出现得到频次为： 1
| 晼 |出现得到频次为： 1
| 虾 |出现得到频次为： 1
| 蚁 |出现得到频次为： 1
| 暄 |出现得到频次为： 1
| 暇 |出现得到频次为： 1
| 隈 |出现得到频次为： 1
| 皓 |出现得到频次为： 1
| 蚕 |出现得到频次为： 1
| 暝 |出现得到频次为： 1
| 雉 |出现得到频次为： 1
| 囊 |出现得到频次为： 1
| 雍 |出现得到频次为： 1
| 盛 |出现得到频次为： 1
| 蛛 |出现得到频次为： 1
| 盟 |出现得到频次为： 1
| 蛱 |出现得到频次为： 1
| 围 |出现得到频次为： 1
| 固 |出现得到频次为： 1
| 替 |出现得到频次为： 1
| 圃 |出现得到频次为： 1
| 眄 |出现得到频次为： 1
| 霆 |出现得到频次为： 1
| 朋 |出现得到频次为： 1
| 蜍 |出现得到频次为： 1
| 服 |出现得到频次为： 1
| 蜓 |出现得到频次为： 1
| 朕 |出现得到频次为： 1
| 霖 |出现得到频次为： 1
| 蜗 |出现得到频次为： 1
| 蜜 |出现得到频次为： 1
| 蜮 |出现得到频次为： 1
| 朴 |出现得到频次为： 1
| 朵 |出现得到频次为： 1
| 霸 |出现得到频次为： 1
| 眸 |出现得到频次为： 1
| 蜻 |出现得到频次为： 1
| 朽 |出现得到频次为： 1
| 杀 |出现得到频次为： 1
| 坂 |出现得到频次为： 1
| 杉 |出现得到频次为： 1
| 坊 |出现得到频次为： 1
| 坏 |出现得到频次为： 1
| 坞 |出现得到频次为： 1
| 坟 |出现得到频次为： 1
| 革 |出现得到频次为： 1
| 杭 |出现得到频次为： 1
| 蝴 |出现得到频次为： 1
| 杵 |出现得到频次为： 1
| 坼 |出现得到频次为： 1
| 蝼 |出现得到频次为： 1
| 板 |出现得到频次为： 1
| 构 |出现得到频次为： 1
| 垆 |出现得到频次为： 1
| 鞋 |出现得到频次为： 1
| 枣 |出现得到频次为： 1
| 枯 |出现得到频次为： 1
| 螯 |出现得到频次为： 1
| 枰 |出现得到频次为： 1
| 瞻 |出现得到频次为： 1
| 柄 |出现得到频次为： 1
| 柘 |出现得到频次为： 1
| 域 |出现得到频次为： 1
| 韦 |出现得到频次为： 1
| 韫 |出现得到频次为： 1
| 埭 |出现得到频次为： 1
| 矮 |出现得到频次为： 1
| 柯 |出现得到频次为： 1
| 柱 |出现得到频次为： 1
| 柴 |出现得到频次为： 1
| 韶 |出现得到频次为： 1
| 矶 |出现得到频次为： 1
| 柹 |出现得到频次为： 1
| 柿 |出现得到频次为： 1
| 栊 |出现得到频次为： 1
| 栋 |出现得到频次为： 1
| 栗 |出现得到频次为： 1
| 栟 |出现得到频次为： 1
| 堠 |出现得到频次为： 1
| 校 |出现得到频次为： 1
| 格 |出现得到频次为： 1
| 桐 |出现得到频次为： 1
| 桓 |出现得到频次为： 1
| 衙 |出现得到频次为： 1
| 桡 |出现得到频次为： 1
| 桤 |出现得到频次为： 1
| 补 |出现得到频次为： 1
| 填 |出现得到频次为： 1
| 衫 |出现得到频次为： 1
| 衮 |出现得到频次为： 1
| 项 |出现得到频次为： 1
| 衾 |出现得到频次为： 1
| 袁 |出现得到频次为： 1
| 颂 |出现得到频次为： 1
| 颅 |出现得到频次为： 1
| 墓 |出现得到频次为： 1
| 碗 |出现得到频次为： 1
| 碰 |出现得到频次为： 1
| 袴 |出现得到频次为： 1
| 袷 |出现得到频次为： 1
| 碾 |出现得到频次为： 1
| 磅 |出现得到频次为： 1
| 装 |出现得到频次为： 1
| 飐 |出现得到频次为： 1
| 棒 |出现得到频次为： 1
| 壕 |出现得到频次为： 1
| 飖 |出现得到频次为： 1
| 棘 |出现得到频次为： 1
| 裛 |出现得到频次为： 1
| 棣 |出现得到频次为： 1
| 飧 |出现得到频次为： 1
| 磴 |出现得到频次为： 1
| 棺 |出现得到频次为： 1
| 磻 |出现得到频次为： 1
| 植 |出现得到频次为： 1
| 餐 |出现得到频次为： 1
| 褐 |出现得到频次为： 1
| 椒 |出现得到频次为： 1
| 夔 |出现得到频次为： 1
| 褪 |出现得到频次为： 1
| 夭 |出现得到频次为： 1
| 礴 |出现得到频次为： 1
| 夺 |出现得到频次为： 1
| 祀 |出现得到频次为： 1
| 襄 |出现得到频次为： 1
| 祇 |出现得到频次为： 1
| 祈 |出现得到频次为： 1
| 奋 |出现得到频次为： 1
| 奏 |出现得到频次为： 1
| 祚 |出现得到频次为： 1
| 祜 |出现得到频次为： 1
| 祟 |出现得到频次为： 1
| 奠 |出现得到频次为： 1
| 襦 |出现得到频次为： 1
| 饭 |出现得到频次为： 1
| 祭 |出现得到频次为： 1
| 饯 |出现得到频次为： 1
| 饰 |出现得到频次为： 1
| 饵 |出现得到频次为： 1
| 饷 |出现得到频次为： 1
| 楸 |出现得到频次为： 1
| 饼 |出现得到频次为： 1
| 榆 |出现得到频次为： 1
| 榈 |出现得到频次为： 1
| 妍 |出现得到频次为： 1
| 妓 |出现得到频次为： 1
| 妥 |出现得到频次为： 1
| 榴 |出现得到频次为： 1
| 榻 |出现得到频次为： 1
| 秀 |出现得到频次为： 1
| 私 |出现得到频次为： 1
| 规 |出现得到频次为： 1
| 槊 |出现得到频次为： 1
| 槎 |出现得到频次为： 1
| 委 |出现得到频次为： 1
| 姚 |出现得到频次为： 1
| 觥 |出现得到频次为： 1
| 娀 |出现得到频次为： 1
| 程 |出现得到频次为： 1
| 樗 |出现得到频次为： 1
| 稠 |出现得到频次为： 1
| 娥 |出现得到频次为： 1
| 婉 |出现得到频次为： 1
| 穗 |出现得到频次为： 1
| 驹 |出现得到频次为： 1
| 驼 |出现得到频次为： 1
| 突 |出现得到频次为： 1
| 窃 |出现得到频次为： 1
| 骄 |出现得到频次为： 1
| 窅 |出现得到频次为： 1
| 骊 |出现得到频次为： 1
| 骓 |出现得到频次为： 1
| 窜 |出现得到频次为： 1
| 窟 |出现得到频次为： 1
| 窠 |出现得到频次为： 1
| 窦 |出现得到频次为： 1
| 骸 |出现得到频次为： 1
| 嫖 |出现得到频次为： 1
| 嫣 |出现得到频次为： 1
| 嫦 |出现得到频次为： 1
| 竦 |出现得到频次为： 1
| 嫩 |出现得到频次为： 1
| 髻 |出现得到频次为： 1
| 笈 |出现得到频次为： 1
| 笠 |出现得到频次为： 1
| 欠 |出现得到频次为： 1
| 次 |出现得到频次为： 1
| 笥 |出现得到频次为： 1
| 符 |出现得到频次为： 1
| 笳 |出现得到频次为： 1
| 欹 |出现得到频次为： 1
| 笺 |出现得到频次为： 1
| 歆 |出现得到频次为： 1
| 歇 |出现得到频次为： 1
| 魏 |出现得到频次为： 1
| 魔 |出现得到频次为： 1
| 筛 |出现得到频次为： 1
| 筠 |出现得到频次为： 1
| 止 |出现得到频次为： 1
| 孺 |出现得到频次为： 1
| 歼 |出现得到频次为： 1
| 孽 |出现得到频次为： 1
| 殊 |出现得到频次为： 1
| 完 |出现得到频次为： 1
| 宓 |出现得到频次为： 1
| 箔 |出现得到频次为： 1
| 算 |出现得到频次为： 1
| 箨 |出现得到频次为： 1
| 训 |出现得到频次为： 1
| 讯 |出现得到频次为： 1
| 宴 |出现得到频次为： 1
| 讶 |出现得到频次为： 1
| 箸 |出现得到频次为： 1
| 讽 |出现得到频次为： 1
| 评 |出现得到频次为： 1
| 篆 |出现得到频次为： 1
| 母 |出现得到频次为： 1
| 诔 |出现得到频次为： 1
| 毕 |出现得到频次为： 1
| 试 |出现得到频次为： 1
| 诚 |出现得到频次为： 1
| 毛 |出现得到频次为： 1
| 寝 |出现得到频次为： 1
| 话 |出现得到频次为： 1
| 寞 |出现得到频次为： 1
| 篠 |出现得到频次为： 1
| 毡 |出现得到频次为： 1
| 诧 |出现得到频次为： 1
| 毫 |出现得到频次为： 1
| 误 |出现得到频次为： 1
| 毯 |出现得到频次为： 1
| 诵 |出现得到频次为： 1
| 鰅 |出现得到频次为： 1
| 尉 |出现得到频次为： 1
| 尊 |出现得到频次为： 1
| 谊 |出现得到频次为： 1
| 氓 |出现得到频次为： 1
| 尔 |出现得到频次为： 1
| 尖 |出现得到频次为： 1
| 谙 |出现得到频次为： 1
| 谛 |出现得到频次为： 1
| 谡 |出现得到频次为： 1
| 谩 |出现得到频次为： 1
| 簪 |出现得到频次为： 1
| 谬 |出现得到频次为： 1
| 谴 |出现得到频次为： 1
| 谶 |出现得到频次为： 1
| 尾 |出现得到频次为： 1
| 谿 |出现得到频次为： 1
| 籁 |出现得到频次为： 1
| 豆 |出现得到频次为： 1
| 籍 |出现得到频次为： 1
| 屎 |出现得到频次为： 1
| 汗 |出现得到频次为： 1
| 屟 |出现得到频次为： 1
| 象 |出现得到频次为： 1
| 屣 |出现得到频次为： 1
| 汤 |出现得到频次为： 1
| 屦 |出现得到频次为： 1
| 屩 |出现得到频次为： 1
| 豫 |出现得到频次为： 1
| 屯 |出现得到频次为： 1
| 汲 |出现得到频次为： 1
| 米 |出现得到频次为： 1
| 汶 |出现得到频次为： 1
| 汾 |出现得到频次为： 1
| 沃 |出现得到频次为： 1
| 鲈 |出现得到频次为： 1
| 鲊 |出现得到频次为： 1
| 沌 |出现得到频次为： 1
| 岑 |出现得到频次为： 1
| 粗 |出现得到频次为： 1
| 粘 |出现得到频次为： 1
| 岘 |出现得到频次为： 1
| 没 |出现得到频次为： 1
| 粤 |出现得到频次为： 1
| 岧 |出现得到频次为： 1
| 岫 |出现得到频次为： 1
| 鲭 |出现得到频次为： 1
| 粱 |出现得到频次为： 1
| 粲 |出现得到频次为： 1
| 岷 |出现得到频次为： 1
| 沸 |出现得到频次为： 1
| 沼 |出现得到频次为： 1
| 峙 |出现得到频次为： 1
| 鳙 |出现得到频次为： 1
| 峣 |出现得到频次为： 1
| 泮 |出现得到频次为： 1
| 泯 |出现得到频次为： 1
| 泻 |出现得到频次为： 1
| 泾 |出现得到频次为： 1
| 贞 |出现得到频次为： 1
| 财 |出现得到频次为： 1
| 质 |出现得到频次为： 1
| 崩 |出现得到频次为： 1
| 贪 |出现得到频次为： 1
| 派 |出现得到频次为： 1
| 嵇 |出现得到频次为： 1
| 济 |出现得到频次为： 1
| 赏 |出现得到频次为： 1
| 赞 |出现得到频次为： 1
| 浣 |出现得到频次为： 1
| 赵 |出现得到频次为： 1
| 浸 |出现得到频次为： 1
| 趁 |出现得到频次为： 1
| 綍 |出现得到频次为： 1
| 涑 |出现得到频次为： 1
| 鶒 |出现得到频次为： 1
| 涛 |出现得到频次为： 1
| 趣 |出现得到频次为： 1
| 润 |出现得到频次为： 1
| 涩 |出现得到频次为： 1
| 涵 |出现得到频次为： 1
| 嶷 |出现得到频次为： 1
| 鷃 |出现得到频次为： 1
| 跋 |出现得到频次为： 1
| 跎 |出现得到频次为： 1
| 跑 |出现得到频次为： 1
| 淑 |出现得到频次为： 1
| 淖 |出现得到频次为： 1
| 鷟 |出现得到频次为： 1
| 工 |出现得到频次为： 1
| 左 |出现得到频次为： 1
| 淫 |出现得到频次为： 1
| 淮 |出现得到频次为： 1
| 践 |出现得到频次为： 1
| 混 |出现得到频次为： 1
| 鸂 |出现得到频次为： 1
| 七 |出现得到频次为： 1
| 踉 |出现得到频次为： 1
| 踌 |出现得到频次为： 1
| 渌 |出现得到频次为： 1
| 鸑 |出现得到频次为： 1
| 丑 |出现得到频次为： 1
| 帕 |出现得到频次为： 1
| 渝 |出现得到频次为： 1
| 丞 |出现得到频次为： 1
| 渠 |出现得到频次为： 1
| 鸠 |出现得到频次为： 1
| 鸢 |出现得到频次为： 1
| 严 |出现得到频次为： 1
| 温 |出现得到频次为： 1
| 鸩 |出现得到频次为： 1
| 踪 |出现得到频次为： 1
| 鸬 |出现得到频次为： 1
| 鸭 |出现得到频次为： 1
| 鸮 |出现得到频次为： 1
| 鸯 |出现得到频次为： 1
| 鸱 |出现得到频次为： 1
| 鸳 |出现得到频次为： 1
| 丸 |出现得到频次为： 1
| 帻 |出现得到频次为： 1
| 丽 |出现得到频次为： 1
| 鸾 |出现得到频次为： 1
| 繁 |出现得到频次为： 1
| 鹃 |出现得到频次为： 1
| 蹄 |出现得到频次为： 1
| 鹅 |出现得到频次为： 1
| 蹉 |出现得到频次为： 1
| 蹊 |出现得到频次为： 1
| 蹋 |出现得到频次为： 1
| 鹓 |出现得到频次为： 1
| 湓 |出现得到频次为： 1
| 幔 |出现得到频次为： 1
| 鹖 |出现得到频次为： 1
| 乖 |出现得到频次为： 1
| 鹙 |出现得到频次为： 1
| 鹚 |出现得到频次为： 1
| 蹡 |出现得到频次为： 1
| 幡 |出现得到频次为： 1
| 幻 |出现得到频次为： 1
| 幼 |出现得到频次为： 1
| 庄 |出现得到频次为： 1
| 躇 |出现得到频次为： 1
| 予 |出现得到频次为： 1
| 麋 |出现得到频次为： 1
| 互 |出现得到频次为： 1
| 麒 |出现得到频次为： 1
| 麓 |出现得到频次为： 1
| 亚 |出现得到频次为： 1
| 纡 |出现得到频次为： 1
| 躲 |出现得到频次为： 1
| 庵 |出现得到频次为： 1
| 纶 |出现得到频次为： 1
| 麻 |出现得到频次为： 1
| 庾 |出现得到频次为： 1
| 仁 |出现得到频次为： 1
| 仆 |出现得到频次为： 1
| 廉 |出现得到频次为： 1
| 绍 |出现得到频次为： 1
| 仑 |出现得到频次为： 1
| 黑 |出现得到频次为： 1
| 廓 |出现得到频次为： 1
| 仓 |出现得到频次为： 1
| 仔 |出现得到频次为： 1
| 黔 |出现得到频次为： 1
| 滞 |出现得到频次为： 1
| 统 |出现得到频次为： 1
| 滟 |出现得到频次为： 1
| 绡 |出现得到频次为： 1
| 继 |出现得到频次为： 1
| 滨 |出现得到频次为： 1
| 滪 |出现得到频次为： 1
| 仪 |出现得到频次为： 1
| 维 |出现得到频次为： 1
| 绵 |出现得到频次为： 1
| 缁 |出现得到频次为： 1
| 缄 |出现得到频次为： 1
| 鼋 |出现得到频次为： 1
| 伍 |出现得到频次为： 1
| 伏 |出现得到频次为： 1
| 缑 |出现得到频次为： 1
| 编 |出现得到频次为： 1
| 缚 |出现得到频次为： 1
| 伛 |出现得到频次为： 1
| 缝 |出现得到频次为： 1
| 鼠 |出现得到频次为： 1
| 缠 |出现得到频次为： 1
| 弧 |出现得到频次为： 1
| 缨 |出现得到频次为： 1
| 缫 |出现得到频次为： 1
| 弯 |出现得到频次为： 1
| 估 |出现得到频次为： 1
| 伶 |出现得到频次为： 1
| 缸 |出现得到频次为： 1
| 伸 |出现得到频次为： 1
| 弹 |出现得到频次为： 1
| 缺 |出现得到频次为： 1
| 罂 |出现得到频次为： 1
| 位 |出现得到频次为： 1
| 网 |出现得到频次为： 1
| 潘 |出现得到频次为： 1
| 彝 |出现得到频次为： 1
| 彤 |出现得到频次为： 1
| 潦 |出现得到频次为： 1
| 轮 |出现得到频次为： 1
| 佯 |出现得到频次为： 1
| 轳 |出现得到频次为： 1
| 轴 |出现得到频次为： 1
| 齿 |出现得到频次为： 1
| 较 |出现得到频次为： 1
| 辈 |出现得到频次为： 1
| 律 |出现得到频次为： 1
| 辕 |出现得到频次为： 1
| 辘 |出现得到频次为： 1
| 澜 |出现得到频次为： 1
| 侧 |出现得到频次为： 1
| 侬 |出现得到频次为： 1
| 羯 |出现得到频次为： 1
| 辽 |出现得到频次为： 1
| 促 |出现得到频次为： 1
| 翎 |出现得到频次为： 1
| 志 |出现得到频次为： 1
| 俜 |出现得到频次为： 1
| 忝 |出现得到频次为： 1
| 迤 |出现得到频次为： 1
| 翦 |出现得到频次为： 1
| 俦 |出现得到频次为： 1
| 快 |出现得到频次为： 1
| 迫 |出现得到频次为： 1
| 濬 |出现得到频次为： 1
| 俭 |出现得到频次为： 1
| 翮 |出现得到频次为： 1
| 述 |出现得到频次为： 1
| 翰 |出现得到频次为： 1
| 迸 |出现得到频次为： 1
| 翼 |出现得到频次为： 1
总词数：14560
